
{'eval/walltime': 288.64107728004456, 'eval/episode_distance_from_origin': Array(3393.0894, dtype=float32), 'eval/episode_distance_reward': Array(-0.09767264, dtype=float32), 'eval/episode_forward_reward': Array(-9.767248, dtype=float32), 'eval/episode_reward': Array(-221.17604, dtype=float32), 'eval/episode_reward_alive': Array(1.6953125, dtype=float32), 'eval/episode_reward_linvel': Array(-9.767248, dtype=float32), 'eval/episode_reward_quadctrl': Array(-213.00642, dtype=float32), 'eval/episode_x_position': Array(3356.3076, dtype=float32), 'eval/episode_x_velocity': Array(-1.953451, dtype=float32), 'eval/episode_y_position': Array(374.1032, dtype=float32), 'eval/episode_y_velocity': Array(2.602766, dtype=float32), 'eval/episode_distance_from_origin_std': Array(97.1213, dtype=float32), 'eval/episode_distance_reward_std': Array(0.79309046, dtype=float32), 'eval/episode_forward_reward_std': Array(79.30902, dtype=float32), 'eval/episode_reward_std': Array(80.365204, dtype=float32), 'eval/episode_reward_alive_std': Array(2.6599123, dtype=float32), 'eval/episode_reward_linvel_std': Array(79.30902, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(2.2752588, dtype=float32), 'eval/episode_x_position_std': Array(100.88203, dtype=float32), 'eval/episode_x_velocity_std': Array(15.861798, dtype=float32), 'eval/episode_y_position_std': Array(91.563156, dtype=float32), 'eval/episode_y_velocity_std': Array(12.185605, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 288.64107728004456, 'eval/sps': 443.45732494551424, 'num_steps': 0}
{'eval/walltime': 543.8104932308197, 'training/sps': 169.37622070947282, 'training/walltime': 483.65703082084656, 'training/entropy_loss': Array(-0.00507604, dtype=float32), 'training/policy_loss': Array(-0.0129559, dtype=float32), 'training/total_loss': Array(0.01469615, dtype=float32), 'training/v_loss': Array(0.0327281, dtype=float32), 'eval/episode_distance_from_origin': Array(3534.2212, dtype=float32), 'eval/episode_distance_reward': Array(0.7424561, dtype=float32), 'eval/episode_forward_reward': Array(74.245605, dtype=float32), 'eval/episode_reward': Array(-136.55984, dtype=float32), 'eval/episode_reward_alive': Array(7.6835938, dtype=float32), 'eval/episode_reward_linvel': Array(74.245605, dtype=float32), 'eval/episode_reward_quadctrl': Array(-219.23148, dtype=float32), 'eval/episode_x_position': Array(3499.2827, dtype=float32), 'eval/episode_x_velocity': Array(14.8491125, dtype=float32), 'eval/episode_y_position': Array(339.28012, dtype=float32), 'eval/episode_y_velocity': Array(-3.7419813, dtype=float32), 'eval/episode_distance_from_origin_std': Array(106.815636, dtype=float32), 'eval/episode_distance_reward_std': Array(0.6953514, dtype=float32), 'eval/episode_forward_reward_std': Array(69.53512, dtype=float32), 'eval/episode_reward_std': Array(74.92773, dtype=float32), 'eval/episode_reward_alive_std': Array(18.710047, dtype=float32), 'eval/episode_reward_linvel_std': Array(69.53512, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(4.810867, dtype=float32), 'eval/episode_x_position_std': Array(105.47731, dtype=float32), 'eval/episode_x_velocity_std': Array(13.907015, dtype=float32), 'eval/episode_y_position_std': Array(144.70827, dtype=float32), 'eval/episode_y_velocity_std': Array(19.19835, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 255.16941595077515, 'eval/sps': 501.62751489266464, 'num_steps': 81920}
{'eval/walltime': 3354.4930744171143, 'training/sps': 179.86842091377002, 'training/walltime': 5505.222062826157, 'training/entropy_loss': Array(-0.00327986, dtype=float32), 'training/policy_loss': Array(-0.00885858, dtype=float32), 'training/total_loss': Array(-0.00694757, dtype=float32), 'training/v_loss': Array(0.00519086, dtype=float32), 'eval/episode_distance_from_origin': Array(3967.6245, dtype=float32), 'eval/episode_distance_reward': Array(3.2138312, dtype=float32), 'eval/episode_forward_reward': Array(321.38306, dtype=float32), 'eval/episode_reward': Array(132.16495, dtype=float32), 'eval/episode_reward_alive': Array(18.695312, dtype=float32), 'eval/episode_reward_linvel': Array(321.38306, dtype=float32), 'eval/episode_reward_quadctrl': Array(-211.1273, dtype=float32), 'eval/episode_x_position': Array(3950.2222, dtype=float32), 'eval/episode_x_velocity': Array(64.276535, dtype=float32), 'eval/episode_y_position': Array(158.06805, dtype=float32), 'eval/episode_y_velocity': Array(-20.26778, dtype=float32), 'eval/episode_distance_from_origin_std': Array(74.98706, dtype=float32), 'eval/episode_distance_reward_std': Array(0.43857324, dtype=float32), 'eval/episode_forward_reward_std': Array(43.8573, dtype=float32), 'eval/episode_reward_std': Array(45.020634, dtype=float32), 'eval/episode_reward_alive_std': Array(2.7316391, dtype=float32), 'eval/episode_reward_linvel_std': Array(43.8573, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(3.6356509, dtype=float32), 'eval/episode_x_position_std': Array(75.019264, dtype=float32), 'eval/episode_x_velocity_std': Array(8.771424, dtype=float32), 'eval/episode_y_position_std': Array(92.572754, dtype=float32), 'eval/episode_y_velocity_std': Array(11.626504, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 255.17567944526672, 'eval/sps': 501.6152020375243, 'num_steps': 983040}
{'eval/walltime': 3609.7198102474213, 'training/sps': 179.486514685519, 'training/walltime': 5961.635181903839, 'training/entropy_loss': Array(-0.00300142, dtype=float32), 'training/policy_loss': Array(-0.00996147, dtype=float32), 'training/total_loss': Array(-0.00696525, dtype=float32), 'training/v_loss': Array(0.00599764, dtype=float32), 'eval/episode_distance_from_origin': Array(4032.5898, dtype=float32), 'eval/episode_distance_reward': Array(3.6499534, dtype=float32), 'eval/episode_forward_reward': Array(364.99524, dtype=float32), 'eval/episode_reward': Array(177.67398, dtype=float32), 'eval/episode_reward_alive': Array(19.589844, dtype=float32), 'eval/episode_reward_linvel': Array(364.99524, dtype=float32), 'eval/episode_reward_quadctrl': Array(-210.56113, dtype=float32), 'eval/episode_x_position': Array(4015.5098, dtype=float32), 'eval/episode_x_velocity': Array(72.998924, dtype=float32), 'eval/episode_y_position': Array(73.55254, dtype=float32), 'eval/episode_y_velocity': Array(-29.70999, dtype=float32), 'eval/episode_distance_from_origin_std': Array(105.9316, dtype=float32), 'eval/episode_distance_reward_std': Array(0.6758486, dtype=float32), 'eval/episode_forward_reward_std': Array(67.58478, dtype=float32), 'eval/episode_reward_std': Array(68.243, dtype=float32), 'eval/episode_reward_alive_std': Array(3.0716913, dtype=float32), 'eval/episode_reward_linvel_std': Array(67.58478, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(4.2756395, dtype=float32), 'eval/episode_x_position_std': Array(105.21317, dtype=float32), 'eval/episode_x_velocity_std': Array(13.516919, dtype=float32), 'eval/episode_y_position_std': Array(142.77411, dtype=float32), 'eval/episode_y_velocity_std': Array(17.825863, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 255.226735830307, 'eval/sps': 501.51485730359985, 'num_steps': 1064960}
{'eval/walltime': 3864.9262590408325, 'training/sps': 179.24928479877636, 'training/walltime': 6418.65234708786, 'training/entropy_loss': Array(-0.00280799, dtype=float32), 'training/policy_loss': Array(-0.01076688, dtype=float32), 'training/total_loss': Array(-0.00909278, dtype=float32), 'training/v_loss': Array(0.00448209, dtype=float32), 'eval/episode_distance_from_origin': Array(4201.0615, dtype=float32), 'eval/episode_distance_reward': Array(4.6479807, dtype=float32), 'eval/episode_forward_reward': Array(464.7979, dtype=float32), 'eval/episode_reward': Array(273.0983, dtype=float32), 'eval/episode_reward_alive': Array(21.535156, dtype=float32), 'eval/episode_reward_linvel': Array(464.7979, dtype=float32), 'eval/episode_reward_quadctrl': Array(-217.88293, dtype=float32), 'eval/episode_x_position': Array(4172.727, dtype=float32), 'eval/episode_x_velocity': Array(92.95945, dtype=float32), 'eval/episode_y_position': Array(-176.56726, dtype=float32), 'eval/episode_y_velocity': Array(-64.921455, dtype=float32), 'eval/episode_distance_from_origin_std': Array(179.9651, dtype=float32), 'eval/episode_distance_reward_std': Array(1.1860373, dtype=float32), 'eval/episode_forward_reward_std': Array(118.60375, dtype=float32), 'eval/episode_reward_std': Array(118.70736, dtype=float32), 'eval/episode_reward_alive_std': Array(3.3976, dtype=float32), 'eval/episode_reward_linvel_std': Array(118.60375, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(7.3859086, dtype=float32), 'eval/episode_x_position_std': Array(169.85062, dtype=float32), 'eval/episode_x_velocity_std': Array(23.720688, dtype=float32), 'eval/episode_y_position_std': Array(233.37196, dtype=float32), 'eval/episode_y_velocity_std': Array(31.338562, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 255.20644879341125, 'eval/sps': 501.55472404859, 'num_steps': 1146880}
{'eval/walltime': 4120.165840148926, 'training/sps': 179.39881827647105, 'training/walltime': 6875.288576841354, 'training/entropy_loss': Array(-0.00206783, dtype=float32), 'training/policy_loss': Array(-0.00311459, dtype=float32), 'training/total_loss': Array(0.0144654, dtype=float32), 'training/v_loss': Array(0.01964782, dtype=float32), 'eval/episode_distance_from_origin': Array(4361.9956, dtype=float32), 'eval/episode_distance_reward': Array(5.4322953, dtype=float32), 'eval/episode_forward_reward': Array(543.22955, dtype=float32), 'eval/episode_reward': Array(343.29044, dtype=float32), 'eval/episode_reward_alive': Array(23.738281, dtype=float32), 'eval/episode_reward_linvel': Array(543.22955, dtype=float32), 'eval/episode_reward_quadctrl': Array(-229.10979, dtype=float32), 'eval/episode_x_position': Array(4300.249, dtype=float32), 'eval/episode_x_velocity': Array(108.645775, dtype=float32), 'eval/episode_y_position': Array(-481.41895, dtype=float32), 'eval/episode_y_velocity': Array(-107.81716, dtype=float32), 'eval/episode_distance_from_origin_std': Array(243.7471, dtype=float32), 'eval/episode_distance_reward_std': Array(1.4945683, dtype=float32), 'eval/episode_forward_reward_std': Array(149.45718, dtype=float32), 'eval/episode_reward_std': Array(149.81218, dtype=float32), 'eval/episode_reward_alive_std': Array(4.9240184, dtype=float32), 'eval/episode_reward_linvel_std': Array(149.45718, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(10.007842, dtype=float32), 'eval/episode_x_position_std': Array(213.52621, dtype=float32), 'eval/episode_x_velocity_std': Array(29.891346, dtype=float32), 'eval/episode_y_position_std': Array(280.83945, dtype=float32), 'eval/episode_y_velocity_std': Array(39.759823, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 255.23958110809326, 'eval/sps': 501.48961788881934, 'num_steps': 1228800}
{'eval/walltime': 4375.954516887665, 'training/sps': 179.2203964595874, 'training/walltime': 7332.379408121109, 'training/entropy_loss': Array(-0.0015349, dtype=float32), 'training/policy_loss': Array(0.05731769, dtype=float32), 'training/total_loss': Array(0.07417769, dtype=float32), 'training/v_loss': Array(0.01839491, dtype=float32), 'eval/episode_distance_from_origin': Array(4365.226, dtype=float32), 'eval/episode_distance_reward': Array(5.3263693, dtype=float32), 'eval/episode_forward_reward': Array(532.6369, dtype=float32), 'eval/episode_reward': Array(327.7801, dtype=float32), 'eval/episode_reward_alive': Array(21.75, dtype=float32), 'eval/episode_reward_linvel': Array(532.6369, dtype=float32), 'eval/episode_reward_quadctrl': Array(-231.93332, dtype=float32), 'eval/episode_x_position': Array(4286.8447, dtype=float32), 'eval/episode_x_velocity': Array(106.52724, dtype=float32), 'eval/episode_y_position': Array(-581.0567, dtype=float32), 'eval/episode_y_velocity': Array(-120.92096, dtype=float32), 'eval/episode_distance_from_origin_std': Array(202.56644, dtype=float32), 'eval/episode_distance_reward_std': Array(1.2529131, dtype=float32), 'eval/episode_forward_reward_std': Array(125.29147, dtype=float32), 'eval/episode_reward_std': Array(126.75411, dtype=float32), 'eval/episode_reward_alive_std': Array(5.173928, dtype=float32), 'eval/episode_reward_linvel_std': Array(125.29147, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(9.982472, dtype=float32), 'eval/episode_x_position_std': Array(182.59299, dtype=float32), 'eval/episode_x_velocity_std': Array(25.058245, dtype=float32), 'eval/episode_y_position_std': Array(284.92908, dtype=float32), 'eval/episode_y_velocity_std': Array(39.712364, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 255.788676738739, 'eval/sps': 500.41308173597696, 'num_steps': 1310720}
{'eval/walltime': 4632.380164861679, 'training/sps': 179.2268162414512, 'training/walltime': 7789.4538667202, 'training/entropy_loss': Array(-0.00144636, dtype=float32), 'training/policy_loss': Array(0.00675448, dtype=float32), 'training/total_loss': Array(0.03392023, dtype=float32), 'training/v_loss': Array(0.02861211, dtype=float32), 'eval/episode_distance_from_origin': Array(4313.3223, dtype=float32), 'eval/episode_distance_reward': Array(5.067267, dtype=float32), 'eval/episode_forward_reward': Array(506.72656, dtype=float32), 'eval/episode_reward': Array(310.39667, dtype=float32), 'eval/episode_reward_alive': Array(20.507812, dtype=float32), 'eval/episode_reward_linvel': Array(506.72656, dtype=float32), 'eval/episode_reward_quadctrl': Array(-221.90517, dtype=float32), 'eval/episode_x_position': Array(4258.652, dtype=float32), 'eval/episode_x_velocity': Array(101.3452, dtype=float32), 'eval/episode_y_position': Array(-462.0725, dtype=float32), 'eval/episode_y_velocity': Array(-101.14261, dtype=float32), 'eval/episode_distance_from_origin_std': Array(181.12909, dtype=float32), 'eval/episode_distance_reward_std': Array(1.0617021, dtype=float32), 'eval/episode_forward_reward_std': Array(106.17021, dtype=float32), 'eval/episode_reward_std': Array(106.66274, dtype=float32), 'eval/episode_reward_alive_std': Array(3.3065894, dtype=float32), 'eval/episode_reward_linvel_std': Array(106.17021, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(7.1215253, dtype=float32), 'eval/episode_x_position_std': Array(162.87889, dtype=float32), 'eval/episode_x_velocity_std': Array(21.234003, dtype=float32), 'eval/episode_y_position_std': Array(233.41011, dtype=float32), 'eval/episode_y_velocity_std': Array(30.596561, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 256.4256479740143, 'eval/sps': 499.17003627098677, 'num_steps': 1392640}
{'eval/walltime': 4888.10556769371, 'training/sps': 179.12058883499787, 'training/walltime': 8246.799393177032, 'training/entropy_loss': Array(-0.00171054, dtype=float32), 'training/policy_loss': Array(-0.003384, dtype=float32), 'training/total_loss': Array(0.011354, dtype=float32), 'training/v_loss': Array(0.01644855, dtype=float32), 'eval/episode_distance_from_origin': Array(4424.1353, dtype=float32), 'eval/episode_distance_reward': Array(5.7838078, dtype=float32), 'eval/episode_forward_reward': Array(578.38086, dtype=float32), 'eval/episode_reward': Array(384.34296, dtype=float32), 'eval/episode_reward_alive': Array(22.242188, dtype=float32), 'eval/episode_reward_linvel': Array(578.38086, dtype=float32), 'eval/episode_reward_quadctrl': Array(-222.06386, dtype=float32), 'eval/episode_x_position': Array(4368.991, dtype=float32), 'eval/episode_x_velocity': Array(115.67601, dtype=float32), 'eval/episode_y_position': Array(-473.08737, dtype=float32), 'eval/episode_y_velocity': Array(-103.37391, dtype=float32), 'eval/episode_distance_from_origin_std': Array(254.80026, dtype=float32), 'eval/episode_distance_reward_std': Array(1.5640856, dtype=float32), 'eval/episode_forward_reward_std': Array(156.40889, dtype=float32), 'eval/episode_reward_std': Array(155.74835, dtype=float32), 'eval/episode_reward_alive_std': Array(3.9394758, dtype=float32), 'eval/episode_reward_linvel_std': Array(156.40889, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(7.9115124, dtype=float32), 'eval/episode_x_position_std': Array(235.4531, dtype=float32), 'eval/episode_x_velocity_std': Array(31.281708, dtype=float32), 'eval/episode_y_position_std': Array(238.06166, dtype=float32), 'eval/episode_y_velocity_std': Array(32.48001, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 255.72540283203125, 'eval/sps': 500.53689849527603, 'num_steps': 1474560}
{'eval/walltime': 5143.86260509491, 'training/sps': 178.93375997576848, 'training/walltime': 8704.62244462967, 'training/entropy_loss': Array(-0.00156437, dtype=float32), 'training/policy_loss': Array(-0.00305416, dtype=float32), 'training/total_loss': Array(0.01552773, dtype=float32), 'training/v_loss': Array(0.02014627, dtype=float32), 'eval/episode_distance_from_origin': Array(4439.857, dtype=float32), 'eval/episode_distance_reward': Array(5.905382, dtype=float32), 'eval/episode_forward_reward': Array(590.5382, dtype=float32), 'eval/episode_reward': Array(396.46036, dtype=float32), 'eval/episode_reward_alive': Array(21.605469, dtype=float32), 'eval/episode_reward_linvel': Array(590.5382, dtype=float32), 'eval/episode_reward_quadctrl': Array(-221.58878, dtype=float32), 'eval/episode_x_position': Array(4389.5293, dtype=float32), 'eval/episode_x_velocity': Array(118.10746, dtype=float32), 'eval/episode_y_position': Array(-456.09177, dtype=float32), 'eval/episode_y_velocity': Array(-99.49475, dtype=float32), 'eval/episode_distance_from_origin_std': Array(224.16628, dtype=float32), 'eval/episode_distance_reward_std': Array(1.3521968, dtype=float32), 'eval/episode_forward_reward_std': Array(135.21992, dtype=float32), 'eval/episode_reward_std': Array(133.98889, dtype=float32), 'eval/episode_reward_alive_std': Array(3.8470018, dtype=float32), 'eval/episode_reward_linvel_std': Array(135.21992, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(7.780785, dtype=float32), 'eval/episode_x_position_std': Array(208.09357, dtype=float32), 'eval/episode_x_velocity_std': Array(27.043936, dtype=float32), 'eval/episode_y_position_std': Array(205.81213, dtype=float32), 'eval/episode_y_velocity_std': Array(26.47689, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 255.75703740119934, 'eval/sps': 500.4749871230709, 'num_steps': 1556480}
{'eval/walltime': 5400.0015025138855, 'training/sps': 179.03236063425362, 'training/walltime': 9162.193353652954, 'training/entropy_loss': Array(-0.00146294, dtype=float32), 'training/policy_loss': Array(-0.00639752, dtype=float32), 'training/total_loss': Array(0.00399605, dtype=float32), 'training/v_loss': Array(0.01185651, dtype=float32), 'eval/episode_distance_from_origin': Array(4487.665, dtype=float32), 'eval/episode_distance_reward': Array(6.1913013, dtype=float32), 'eval/episode_forward_reward': Array(619.13025, dtype=float32), 'eval/episode_reward': Array(426.1131, dtype=float32), 'eval/episode_reward_alive': Array(23.554688, dtype=float32), 'eval/episode_reward_linvel': Array(619.13025, dtype=float32), 'eval/episode_reward_quadctrl': Array(-222.76332, dtype=float32), 'eval/episode_x_position': Array(4441.077, dtype=float32), 'eval/episode_x_velocity': Array(123.8259, dtype=float32), 'eval/episode_y_position': Array(-425.9431, dtype=float32), 'eval/episode_y_velocity': Array(-95.38258, dtype=float32), 'eval/episode_distance_from_origin_std': Array(249.72389, dtype=float32), 'eval/episode_distance_reward_std': Array(1.5365425, dtype=float32), 'eval/episode_forward_reward_std': Array(153.65475, dtype=float32), 'eval/episode_reward_std': Array(153.70415, dtype=float32), 'eval/episode_reward_alive_std': Array(4.518726, dtype=float32), 'eval/episode_reward_linvel_std': Array(153.65475, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(9.980239, dtype=float32), 'eval/episode_x_position_std': Array(235.2665, dtype=float32), 'eval/episode_x_velocity_std': Array(30.730911, dtype=float32), 'eval/episode_y_position_std': Array(215.77548, dtype=float32), 'eval/episode_y_velocity_std': Array(27.847927, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 256.13889741897583, 'eval/sps': 499.7288630887861, 'num_steps': 1638400}
{'eval/walltime': 5656.225544929504, 'training/sps': 179.28453602655375, 'training/walltime': 9619.120659351349, 'training/entropy_loss': Array(-0.00121909, dtype=float32), 'training/policy_loss': Array(-0.0053703, dtype=float32), 'training/total_loss': Array(0.0022735, dtype=float32), 'training/v_loss': Array(0.00886289, dtype=float32), 'eval/episode_distance_from_origin': Array(4612.046, dtype=float32), 'eval/episode_distance_reward': Array(7.007369, dtype=float32), 'eval/episode_forward_reward': Array(700.73724, dtype=float32), 'eval/episode_reward': Array(501.44635, dtype=float32), 'eval/episode_reward_alive': Array(24.425781, dtype=float32), 'eval/episode_reward_linvel': Array(700.73724, dtype=float32), 'eval/episode_reward_quadctrl': Array(-230.72426, dtype=float32), 'eval/episode_x_position': Array(4560.872, dtype=float32), 'eval/episode_x_velocity': Array(140.14726, dtype=float32), 'eval/episode_y_position': Array(-482.28497, dtype=float32), 'eval/episode_y_velocity': Array(-103.81027, dtype=float32), 'eval/episode_distance_from_origin_std': Array(252.9567, dtype=float32), 'eval/episode_distance_reward_std': Array(1.6290349, dtype=float32), 'eval/episode_forward_reward_std': Array(162.90437, dtype=float32), 'eval/episode_reward_std': Array(162.52231, dtype=float32), 'eval/episode_reward_alive_std': Array(4.829956, dtype=float32), 'eval/episode_reward_linvel_std': Array(162.90437, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(12.636127, dtype=float32), 'eval/episode_x_position_std': Array(241.54863, dtype=float32), 'eval/episode_x_velocity_std': Array(32.58083, dtype=float32), 'eval/episode_y_position_std': Array(174.6791, dtype=float32), 'eval/episode_y_velocity_std': Array(23.699978, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 256.2240424156189, 'eval/sps': 499.56279977962515, 'num_steps': 1720320}
{'eval/walltime': 5912.2311408519745, 'training/sps': 179.27773017968235, 'training/walltime': 10076.065311193466, 'training/entropy_loss': Array(-0.00072002, dtype=float32), 'training/policy_loss': Array(-0.00288925, dtype=float32), 'training/total_loss': Array(0.01230412, dtype=float32), 'training/v_loss': Array(0.01591339, dtype=float32), 'eval/episode_distance_from_origin': Array(4593.8184, dtype=float32), 'eval/episode_distance_reward': Array(6.899875, dtype=float32), 'eval/episode_forward_reward': Array(689.98785, dtype=float32), 'eval/episode_reward': Array(492.0258, dtype=float32), 'eval/episode_reward_alive': Array(25.59375, dtype=float32), 'eval/episode_reward_linvel': Array(689.98785, dtype=float32), 'eval/episode_reward_quadctrl': Array(-230.45587, dtype=float32), 'eval/episode_x_position': Array(4544.373, dtype=float32), 'eval/episode_x_velocity': Array(137.99738, dtype=float32), 'eval/episode_y_position': Array(-463.81317, dtype=float32), 'eval/episode_y_velocity': Array(-101.05886, dtype=float32), 'eval/episode_distance_from_origin_std': Array(241.23013, dtype=float32), 'eval/episode_distance_reward_std': Array(1.4798074, dtype=float32), 'eval/episode_forward_reward_std': Array(147.98154, dtype=float32), 'eval/episode_reward_std': Array(147.40501, dtype=float32), 'eval/episode_reward_alive_std': Array(6.34144, dtype=float32), 'eval/episode_reward_linvel_std': Array(147.98154, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(12.948216, dtype=float32), 'eval/episode_x_position_std': Array(225.69511, dtype=float32), 'eval/episode_x_velocity_std': Array(29.596268, dtype=float32), 'eval/episode_y_position_std': Array(197.5647, dtype=float32), 'eval/episode_y_velocity_std': Array(25.743185, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 256.0055959224701, 'eval/sps': 499.9890707028299, 'num_steps': 1802240}
{'eval/walltime': 6032.386557340622, 'training/sps': 245.65270697924916, 'training/walltime': 10409.544233560562, 'training/entropy_loss': Array(-0.0007287, dtype=float32), 'training/policy_loss': Array(-0.00020403, dtype=float32), 'training/total_loss': Array(0.01345757, dtype=float32), 'training/v_loss': Array(0.0143903, dtype=float32), 'eval/episode_distance_from_origin': Array(4627.169, dtype=float32), 'eval/episode_distance_reward': Array(7.0736084, dtype=float32), 'eval/episode_forward_reward': Array(707.3613, dtype=float32), 'eval/episode_reward': Array(506.4963, dtype=float32), 'eval/episode_reward_alive': Array(25.214844, dtype=float32), 'eval/episode_reward_linvel': Array(707.3613, dtype=float32), 'eval/episode_reward_quadctrl': Array(-233.15366, dtype=float32), 'eval/episode_x_position': Array(4576.49, dtype=float32), 'eval/episode_x_velocity': Array(141.47208, dtype=float32), 'eval/episode_y_position': Array(-482.316, dtype=float32), 'eval/episode_y_velocity': Array(-103.22181, dtype=float32), 'eval/episode_distance_from_origin_std': Array(238.35466, dtype=float32), 'eval/episode_distance_reward_std': Array(1.4784107, dtype=float32), 'eval/episode_forward_reward_std': Array(147.84195, dtype=float32), 'eval/episode_reward_std': Array(147.09233, dtype=float32), 'eval/episode_reward_alive_std': Array(5.070859, dtype=float32), 'eval/episode_reward_linvel_std': Array(147.84195, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(12.649963, dtype=float32), 'eval/episode_x_position_std': Array(224.251, dtype=float32), 'eval/episode_x_velocity_std': Array(29.568365, dtype=float32), 'eval/episode_y_position_std': Array(175.64206, dtype=float32), 'eval/episode_y_velocity_std': Array(23.559673, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 120.15541648864746, 'eval/sps': 1065.2869736595997, 'num_steps': 1884160}
{'eval/walltime': 6152.292717933655, 'training/sps': 585.4985080460837, 'training/walltime': 10549.459192991257, 'training/entropy_loss': Array(-0.00049903, dtype=float32), 'training/policy_loss': Array(-0.00197528, dtype=float32), 'training/total_loss': Array(0.01592412, dtype=float32), 'training/v_loss': Array(0.01839842, dtype=float32), 'eval/episode_distance_from_origin': Array(4672.925, dtype=float32), 'eval/episode_distance_reward': Array(7.4206295, dtype=float32), 'eval/episode_forward_reward': Array(742.0634, dtype=float32), 'eval/episode_reward': Array(538.7416, dtype=float32), 'eval/episode_reward_alive': Array(26.304688, dtype=float32), 'eval/episode_reward_linvel': Array(742.0634, dtype=float32), 'eval/episode_reward_quadctrl': Array(-237.04733, dtype=float32), 'eval/episode_x_position': Array(4622.002, dtype=float32), 'eval/episode_x_velocity': Array(148.41248, dtype=float32), 'eval/episode_y_position': Array(-486.41592, dtype=float32), 'eval/episode_y_velocity': Array(-105.10631, dtype=float32), 'eval/episode_distance_from_origin_std': Array(235.12553, dtype=float32), 'eval/episode_distance_reward_std': Array(1.5037832, dtype=float32), 'eval/episode_forward_reward_std': Array(150.37941, dtype=float32), 'eval/episode_reward_std': Array(151.09804, dtype=float32), 'eval/episode_reward_alive_std': Array(6.436964, dtype=float32), 'eval/episode_reward_linvel_std': Array(150.37941, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(13.300911, dtype=float32), 'eval/episode_x_position_std': Array(224.2205, dtype=float32), 'eval/episode_x_velocity_std': Array(30.075819, dtype=float32), 'eval/episode_y_position_std': Array(171.3295, dtype=float32), 'eval/episode_y_velocity_std': Array(22.503119, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.90616059303284, 'eval/sps': 1067.5014475231012, 'num_steps': 1966080}
