
{'eval/walltime': 152.49571871757507, 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(-196.03223, dtype=float32), 'eval/episode_reward_alive': Array(16.953125, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-212.98535, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(26.82512, dtype=float32), 'eval/episode_reward_alive_std': Array(26.599125, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(2.2792692, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 152.49571871757507, 'eval/sps': 839.3678266932752, 'num_steps': 0}
{'eval/walltime': 272.47291350364685, 'training/sps': 492.53699733229695, 'training/walltime': 166.32253098487854, 'training/entropy_loss': Array(-0.00506965, dtype=float32), 'training/policy_loss': Array(0.03548273, dtype=float32), 'training/total_loss': Array(0.03330919, dtype=float32), 'training/v_loss': Array(0.0028961, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(3088.9312, dtype=float32), 'eval/episode_reward_alive': Array(3323.789, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-234.85806, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(1503.8839, dtype=float32), 'eval/episode_reward_alive_std': Array(1511.6631, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(9.998808, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.97719478607178, 'eval/sps': 1066.8694182109648, 'num_steps': 81920}
{'eval/walltime': 18978.078556776047, 'training/sps': 585.6697361869449, 'training/walltime': 22041.168366909027, 'training/entropy_loss': Array(0.01389455, dtype=float32), 'training/policy_loss': Array(-0.00766635, dtype=float32), 'training/total_loss': Array(0.00625063, dtype=float32), 'training/v_loss': Array(2.2435806e-05, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(4982.128, dtype=float32), 'eval/episode_reward_alive': Array(4993.3203, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-11.1923485, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(7.3663545, dtype=float32), 'eval/episode_reward_alive_std': Array(7.296118, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(0.434496, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.86600017547607, 'eval/sps': 1067.859107775485, 'num_steps': 12861440}
{'eval/walltime': 19098.06981444359, 'training/sps': 583.8549763204308, 'training/walltime': 22181.477182149887, 'training/entropy_loss': Array(0.01376905, dtype=float32), 'training/policy_loss': Array(-0.00530868, dtype=float32), 'training/total_loss': Array(0.00849295, dtype=float32), 'training/v_loss': Array(3.2583775e-05, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(4981.682, dtype=float32), 'eval/episode_reward_alive': Array(4993.008, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-11.325688, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(7.592933, dtype=float32), 'eval/episode_reward_alive_std': Array(7.3511224, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(0.94518334, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.9912576675415, 'eval/sps': 1066.7443819502937, 'num_steps': 12943360}
{'eval/walltime': 19217.584500551224, 'training/sps': 585.5704034458442, 'training/walltime': 22321.37496304512, 'training/entropy_loss': Array(0.01393415, dtype=float32), 'training/policy_loss': Array(-0.00323001, dtype=float32), 'training/total_loss': Array(0.01074074, dtype=float32), 'training/v_loss': Array(3.6603582e-05, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(4981.7266, dtype=float32), 'eval/episode_reward_alive': Array(4993.125, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-11.3987, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(7.0826106, dtype=float32), 'eval/episode_reward_alive_std': Array(7.043392, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(1.1656686, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.5146861076355, 'eval/sps': 1070.9980854128887, 'num_steps': 13025280}
{'eval/walltime': 19337.481551408768, 'training/sps': 581.4590469368926, 'training/walltime': 22462.261927366257, 'training/entropy_loss': Array(0.01415275, dtype=float32), 'training/policy_loss': Array(-0.00583673, dtype=float32), 'training/total_loss': Array(0.00833871, dtype=float32), 'training/v_loss': Array(2.2695753e-05, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(4982.824, dtype=float32), 'eval/episode_reward_alive': Array(4994.1016, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-11.277059, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(6.925026, dtype=float32), 'eval/episode_reward_alive_std': Array(6.627169, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(1.2229694, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.89705085754395, 'eval/sps': 1067.5825559052623, 'num_steps': 13107200}
{'eval/walltime': 19457.051196813583, 'training/sps': 584.9700845110469, 'training/walltime': 22602.303276777267, 'training/entropy_loss': Array(0.01427075, dtype=float32), 'training/policy_loss': Array(-0.00061874, dtype=float32), 'training/total_loss': Array(0.01368107, dtype=float32), 'training/v_loss': Array(2.9065246e-05, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(4982.2764, dtype=float32), 'eval/episode_reward_alive': Array(4993.125, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-10.848928, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(7.370195, dtype=float32), 'eval/episode_reward_alive_std': Array(7.071068, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(0.92380345, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.56964540481567, 'eval/sps': 1070.5058091177111, 'num_steps': 13189120}
{'eval/walltime': 19576.98810648918, 'training/sps': 581.8565098339528, 'training/walltime': 22743.094002008438, 'training/entropy_loss': Array(0.0142958, dtype=float32), 'training/policy_loss': Array(-0.00665907, dtype=float32), 'training/total_loss': Array(0.0076579, dtype=float32), 'training/v_loss': Array(2.1171198e-05, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(4982.9517, dtype=float32), 'eval/episode_reward_alive': Array(4993.9062, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-10.954741, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(6.808293, dtype=float32), 'eval/episode_reward_alive_std': Array(6.5531926, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(1.1687632, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.93690967559814, 'eval/sps': 1067.2277645489671, 'num_steps': 13271040}
{'eval/walltime': 19696.863615751266, 'training/sps': 585.4543260608522, 'training/walltime': 22883.019520282745, 'training/entropy_loss': Array(0.01406006, dtype=float32), 'training/policy_loss': Array(0.00151266, dtype=float32), 'training/total_loss': Array(0.01560679, dtype=float32), 'training/v_loss': Array(3.4072422e-05, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(4982.3984, dtype=float32), 'eval/episode_reward_alive': Array(4993.4766, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-11.07798, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(7.2085094, dtype=float32), 'eval/episode_reward_alive_std': Array(6.947307, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(1.3376646, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.87550926208496, 'eval/sps': 1067.7744001917222, 'num_steps': 13352960}
{'eval/walltime': 19816.687850236893, 'training/sps': 582.1577176619566, 'training/walltime': 23023.73740053177, 'training/entropy_loss': Array(0.01438612, dtype=float32), 'training/policy_loss': Array(0.00378648, dtype=float32), 'training/total_loss': Array(0.01819203, dtype=float32), 'training/v_loss': Array(1.9435403e-05, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(4982.1074, dtype=float32), 'eval/episode_reward_alive': Array(4993.008, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-10.900176, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(7.6328516, dtype=float32), 'eval/episode_reward_alive_std': Array(7.10798, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(1.3846897, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.82423448562622, 'eval/sps': 1068.231318559807, 'num_steps': 13434880}
{'eval/walltime': 19936.40602993965, 'training/sps': 585.4824673997608, 'training/walltime': 23163.656193256378, 'training/entropy_loss': Array(0.01435287, dtype=float32), 'training/policy_loss': Array(0.00254664, dtype=float32), 'training/total_loss': Array(0.01693284, dtype=float32), 'training/v_loss': Array(3.332681e-05, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(4982.365, dtype=float32), 'eval/episode_reward_alive': Array(4993.4375, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-11.071398, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(7.229977, dtype=float32), 'eval/episode_reward_alive_std': Array(7.228146, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(1.6574817, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.71817970275879, 'eval/sps': 1069.1776329860984, 'num_steps': 13516800}
{'eval/walltime': 20056.43268609047, 'training/sps': 583.7056948969661, 'training/walltime': 23304.000892162323, 'training/entropy_loss': Array(0.01460305, dtype=float32), 'training/policy_loss': Array(0.00631236, dtype=float32), 'training/total_loss': Array(0.02093343, dtype=float32), 'training/v_loss': Array(1.8020623e-05, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(4983.221, dtype=float32), 'eval/episode_reward_alive': Array(4993.789, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-10.568314, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(6.930187, dtype=float32), 'eval/episode_reward_alive_std': Array(6.753069, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(1.301611, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 120.02665615081787, 'eval/sps': 1066.4297757255133, 'num_steps': 13598720}
{'eval/walltime': 20176.082763433456, 'training/sps': 585.0155819388657, 'training/walltime': 23444.03135037422, 'training/entropy_loss': Array(0.01431301, dtype=float32), 'training/policy_loss': Array(-0.00155113, dtype=float32), 'training/total_loss': Array(0.01279875, dtype=float32), 'training/v_loss': Array(3.6873353e-05, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(4982.269, dtype=float32), 'eval/episode_reward_alive': Array(4992.617, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-10.34836, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(6.7610083, dtype=float32), 'eval/episode_reward_alive_std': Array(6.6428075, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(1.1037098, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.65007734298706, 'eval/sps': 1069.7861868745574, 'num_steps': 13680640}
{'eval/walltime': 20296.098494529724, 'training/sps': 583.9526957325216, 'training/walltime': 23584.316686153412, 'training/entropy_loss': Array(0.0144241, dtype=float32), 'training/policy_loss': Array(-0.00096702, dtype=float32), 'training/total_loss': Array(0.01348437, dtype=float32), 'training/v_loss': Array(2.729004e-05, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(4982.9014, dtype=float32), 'eval/episode_reward_alive': Array(4993.4375, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-10.5354805, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(7.2613974, dtype=float32), 'eval/episode_reward_alive_std': Array(6.924537, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(1.3725373, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 120.0157310962677, 'eval/sps': 1066.5268530283577, 'num_steps': 13762560}
{'eval/walltime': 20415.798152446747, 'training/sps': 585.3603017964883, 'training/walltime': 23724.26468014717, 'training/entropy_loss': Array(0.01440983, dtype=float32), 'training/policy_loss': Array(-0.00250523, dtype=float32), 'training/total_loss': Array(0.01192297, dtype=float32), 'training/v_loss': Array(1.8372804e-05, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(4983.6743, dtype=float32), 'eval/episode_reward_alive': Array(4994.297, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-10.62201, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(7.4203115, dtype=float32), 'eval/episode_reward_alive_std': Array(6.895831, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(1.4588101, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.6996579170227, 'eval/sps': 1069.3430727156397, 'num_steps': 13844480}
{'eval/walltime': 20535.788821220398, 'training/sps': 584.1113043649501, 'training/walltime': 23864.511923074722, 'training/entropy_loss': Array(0.01459859, dtype=float32), 'training/policy_loss': Array(0.00271786, dtype=float32), 'training/total_loss': Array(0.01734422, dtype=float32), 'training/v_loss': Array(2.7766935e-05, dtype=float32), 'eval/episode_distance_from_origin': Array(0., dtype=float32), 'eval/episode_distance_reward': Array(0., dtype=float32), 'eval/episode_forward_reward': Array(0., dtype=float32), 'eval/episode_reward': Array(4982.4185, dtype=float32), 'eval/episode_reward_alive': Array(4993.3594, dtype=float32), 'eval/episode_reward_linvel': Array(0., dtype=float32), 'eval/episode_reward_quadctrl': Array(-10.941015, dtype=float32), 'eval/episode_x_position': Array(0., dtype=float32), 'eval/episode_x_velocity': Array(0., dtype=float32), 'eval/episode_y_position': Array(0., dtype=float32), 'eval/episode_y_velocity': Array(0., dtype=float32), 'eval/episode_distance_from_origin_std': Array(0., dtype=float32), 'eval/episode_distance_reward_std': Array(0., dtype=float32), 'eval/episode_forward_reward_std': Array(0., dtype=float32), 'eval/episode_reward_std': Array(7.1293845, dtype=float32), 'eval/episode_reward_alive_std': Array(6.763568, dtype=float32), 'eval/episode_reward_linvel_std': Array(0., dtype=float32), 'eval/episode_reward_quadctrl_std': Array(1.5862422, dtype=float32), 'eval/episode_x_position_std': Array(0., dtype=float32), 'eval/episode_x_velocity_std': Array(0., dtype=float32), 'eval/episode_y_position_std': Array(0., dtype=float32), 'eval/episode_y_velocity_std': Array(0., dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.99066877365112, 'eval/sps': 1066.7496173511424, 'num_steps': 13926400}
