
{'eval/walltime': 189.9718143939972, 'eval/episode_distance_from_origin': Array(3040.2224, dtype=float32), 'eval/episode_distance_reward': Array(0.04533512, dtype=float32), 'eval/episode_forward_reward': Array(7.555855, dtype=float32), 'eval/episode_reward': Array(-203.19293, dtype=float32), 'eval/episode_reward_alive': Array(1.8320312, dtype=float32), 'eval/episode_reward_linvel': Array(7.555855, dtype=float32), 'eval/episode_reward_quadctrl': Array(-212.62614, dtype=float32), 'eval/episode_x_position': Array(3019.607, dtype=float32), 'eval/episode_x_velocity': Array(1.5111728, dtype=float32), 'eval/episode_y_position': Array(-0.82050574, dtype=float32), 'eval/episode_y_velocity': Array(-1.7427936, dtype=float32), 'eval/episode_distance_from_origin_std': Array(52.39384, dtype=float32), 'eval/episode_distance_reward_std': Array(0.37555018, dtype=float32), 'eval/episode_forward_reward_std': Array(62.59169, dtype=float32), 'eval/episode_reward_std': Array(62.78486, dtype=float32), 'eval/episode_reward_alive_std': Array(2.5975327, dtype=float32), 'eval/episode_reward_linvel_std': Array(62.59169, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(2.1954284, dtype=float32), 'eval/episode_x_position_std': Array(52.66544, dtype=float32), 'eval/episode_x_velocity_std': Array(12.518339, dtype=float32), 'eval/episode_y_position_std': Array(56.790268, dtype=float32), 'eval/episode_y_velocity_std': Array(12.377631, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 189.9718143939972, 'eval/sps': 673.7841632366101, 'num_steps': 0}
{'eval/walltime': 326.333945274353, 'training/sps': 406.38887451883784, 'training/walltime': 201.58032155036926, 'training/entropy_loss': Array(-0.00506623, dtype=float32), 'training/policy_loss': Array(-0.00839677, dtype=float32), 'training/total_loss': Array(-0.00167435, dtype=float32), 'training/v_loss': Array(0.01178865, dtype=float32), 'eval/episode_distance_from_origin': Array(3168.5627, dtype=float32), 'eval/episode_distance_reward': Array(0.69345206, dtype=float32), 'eval/episode_forward_reward': Array(115.57534, dtype=float32), 'eval/episode_reward': Array(-96.67026, dtype=float32), 'eval/episode_reward_alive': Array(3.5703125, dtype=float32), 'eval/episode_reward_linvel': Array(115.57534, dtype=float32), 'eval/episode_reward_quadctrl': Array(-216.50937, dtype=float32), 'eval/episode_x_position': Array(3146.5103, dtype=float32), 'eval/episode_x_velocity': Array(23.115068, dtype=float32), 'eval/episode_y_position': Array(8.035863, dtype=float32), 'eval/episode_y_velocity': Array(-0.08790153, dtype=float32), 'eval/episode_distance_from_origin_std': Array(56.759323, dtype=float32), 'eval/episode_distance_reward_std': Array(0.36376348, dtype=float32), 'eval/episode_forward_reward_std': Array(60.62725, dtype=float32), 'eval/episode_reward_std': Array(61.53671, dtype=float32), 'eval/episode_reward_alive_std': Array(5.6863785, dtype=float32), 'eval/episode_reward_linvel_std': Array(60.62725, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(3.6015704, dtype=float32), 'eval/episode_x_position_std': Array(57.556393, dtype=float32), 'eval/episode_x_velocity_std': Array(12.125451, dtype=float32), 'eval/episode_y_position_std': Array(108.24672, dtype=float32), 'eval/episode_y_velocity_std': Array(19.480907, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.36213088035583, 'eval/sps': 938.677029858878, 'num_steps': 81920}
{'eval/walltime': 3867.3803193569183, 'training/sps': 512.5612537626567, 'training/walltime': 4371.904647350311, 'training/entropy_loss': Array(0.00237966, dtype=float32), 'training/policy_loss': Array(0.01656219, dtype=float32), 'training/total_loss': Array(0.04007337, dtype=float32), 'training/v_loss': Array(0.02113152, dtype=float32), 'eval/episode_distance_from_origin': Array(4076.5713, dtype=float32), 'eval/episode_distance_reward': Array(7.9634957, dtype=float32), 'eval/episode_forward_reward': Array(1327.2466, dtype=float32), 'eval/episode_reward': Array(1277.1501, dtype=float32), 'eval/episode_reward_alive': Array(230.38281, dtype=float32), 'eval/episode_reward_linvel': Array(1327.2466, dtype=float32), 'eval/episode_reward_quadctrl': Array(-288.44287, dtype=float32), 'eval/episode_x_position': Array(4043.1323, dtype=float32), 'eval/episode_x_velocity': Array(265.4493, dtype=float32), 'eval/episode_y_position': Array(-174.28795, dtype=float32), 'eval/episode_y_velocity': Array(-36.25335, dtype=float32), 'eval/episode_distance_from_origin_std': Array(88.477776, dtype=float32), 'eval/episode_distance_reward_std': Array(1.2170845, dtype=float32), 'eval/episode_forward_reward_std': Array(202.84558, dtype=float32), 'eval/episode_reward_std': Array(208.86282, dtype=float32), 'eval/episode_reward_alive_std': Array(59.163654, dtype=float32), 'eval/episode_reward_linvel_std': Array(202.84558, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(27.3667, dtype=float32), 'eval/episode_x_position_std': Array(86.760605, dtype=float32), 'eval/episode_x_velocity_std': Array(40.569126, dtype=float32), 'eval/episode_y_position_std': Array(88.089165, dtype=float32), 'eval/episode_y_velocity_std': Array(38.783485, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.08138632774353, 'eval/sps': 940.6135802564503, 'num_steps': 2211840}
{'eval/walltime': 4003.693530321121, 'training/sps': 511.4238614749282, 'training/walltime': 4532.084893465042, 'training/entropy_loss': Array(0.00165646, dtype=float32), 'training/policy_loss': Array(0.00120882, dtype=float32), 'training/total_loss': Array(0.02431355, dtype=float32), 'training/v_loss': Array(0.02144828, dtype=float32), 'eval/episode_distance_from_origin': Array(4096.747, dtype=float32), 'eval/episode_distance_reward': Array(8.037217, dtype=float32), 'eval/episode_forward_reward': Array(1339.5332, dtype=float32), 'eval/episode_reward': Array(1283.1406, dtype=float32), 'eval/episode_reward_alive': Array(234.47266, dtype=float32), 'eval/episode_reward_linvel': Array(1339.5332, dtype=float32), 'eval/episode_reward_quadctrl': Array(-298.90244, dtype=float32), 'eval/episode_x_position': Array(4062.613, dtype=float32), 'eval/episode_x_velocity': Array(267.90665, dtype=float32), 'eval/episode_y_position': Array(-183.8338, dtype=float32), 'eval/episode_y_velocity': Array(-39.40242, dtype=float32), 'eval/episode_distance_from_origin_std': Array(85.44109, dtype=float32), 'eval/episode_distance_reward_std': Array(1.2814252, dtype=float32), 'eval/episode_forward_reward_std': Array(213.56873, dtype=float32), 'eval/episode_reward_std': Array(216.12527, dtype=float32), 'eval/episode_reward_alive_std': Array(67.75785, dtype=float32), 'eval/episode_reward_linvel_std': Array(213.56873, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(36.343845, dtype=float32), 'eval/episode_x_position_std': Array(83.62857, dtype=float32), 'eval/episode_x_velocity_std': Array(42.713795, dtype=float32), 'eval/episode_y_position_std': Array(104.642975, dtype=float32), 'eval/episode_y_velocity_std': Array(40.450977, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.31321096420288, 'eval/sps': 939.0139011076043, 'num_steps': 2293760}
{'eval/walltime': 4140.103454351425, 'training/sps': 510.81122677966385, 'training/walltime': 4692.4572496414185, 'training/entropy_loss': Array(0.00266319, dtype=float32), 'training/policy_loss': Array(0.00566493, dtype=float32), 'training/total_loss': Array(0.02854307, dtype=float32), 'training/v_loss': Array(0.02021495, dtype=float32), 'eval/episode_distance_from_origin': Array(4155.026, dtype=float32), 'eval/episode_distance_reward': Array(8.733676, dtype=float32), 'eval/episode_forward_reward': Array(1455.6088, dtype=float32), 'eval/episode_reward': Array(1406.2854, dtype=float32), 'eval/episode_reward_alive': Array(242.32031, dtype=float32), 'eval/episode_reward_linvel': Array(1455.6088, dtype=float32), 'eval/episode_reward_quadctrl': Array(-300.37756, dtype=float32), 'eval/episode_x_position': Array(4119.9497, dtype=float32), 'eval/episode_x_velocity': Array(291.12177, dtype=float32), 'eval/episode_y_position': Array(-205.87926, dtype=float32), 'eval/episode_y_velocity': Array(-45.681145, dtype=float32), 'eval/episode_distance_from_origin_std': Array(89.50185, dtype=float32), 'eval/episode_distance_reward_std': Array(1.3630321, dtype=float32), 'eval/episode_forward_reward_std': Array(227.16936, dtype=float32), 'eval/episode_reward_std': Array(240.20651, dtype=float32), 'eval/episode_reward_alive_std': Array(58.00639, dtype=float32), 'eval/episode_reward_linvel_std': Array(227.16936, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(34.503067, dtype=float32), 'eval/episode_x_position_std': Array(87.51776, dtype=float32), 'eval/episode_x_velocity_std': Array(45.43389, dtype=float32), 'eval/episode_y_position_std': Array(99.58219, dtype=float32), 'eval/episode_y_velocity_std': Array(36.374737, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.40992403030396, 'eval/sps': 938.3481510594811, 'num_steps': 2375680}
{'eval/walltime': 4276.902556657791, 'training/sps': 508.33731048910204, 'training/walltime': 4853.610087156296, 'training/entropy_loss': Array(0.00275655, dtype=float32), 'training/policy_loss': Array(0.00817576, dtype=float32), 'training/total_loss': Array(0.03242427, dtype=float32), 'training/v_loss': Array(0.02149196, dtype=float32), 'eval/episode_distance_from_origin': Array(4143.088, dtype=float32), 'eval/episode_distance_reward': Array(8.393822, dtype=float32), 'eval/episode_forward_reward': Array(1398.9669, dtype=float32), 'eval/episode_reward': Array(1350.1672, dtype=float32), 'eval/episode_reward_alive': Array(258.23828, dtype=float32), 'eval/episode_reward_linvel': Array(1398.9669, dtype=float32), 'eval/episode_reward_quadctrl': Array(-315.43173, dtype=float32), 'eval/episode_x_position': Array(4108.951, dtype=float32), 'eval/episode_x_velocity': Array(279.79333, dtype=float32), 'eval/episode_y_position': Array(-188.61592, dtype=float32), 'eval/episode_y_velocity': Array(-37.38759, dtype=float32), 'eval/episode_distance_from_origin_std': Array(88.51125, dtype=float32), 'eval/episode_distance_reward_std': Array(1.2943887, dtype=float32), 'eval/episode_forward_reward_std': Array(215.72917, dtype=float32), 'eval/episode_reward_std': Array(215.48183, dtype=float32), 'eval/episode_reward_alive_std': Array(62.630394, dtype=float32), 'eval/episode_reward_linvel_std': Array(215.72917, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(39.403255, dtype=float32), 'eval/episode_x_position_std': Array(86.87837, dtype=float32), 'eval/episode_x_velocity_std': Array(43.14585, dtype=float32), 'eval/episode_y_position_std': Array(98.13014, dtype=float32), 'eval/episode_y_velocity_std': Array(36.86026, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.79910230636597, 'eval/sps': 935.6786546255246, 'num_steps': 2457600}
{'eval/walltime': 4413.571530818939, 'training/sps': 510.4552462182618, 'training/walltime': 5014.09428358078, 'training/entropy_loss': Array(0.00284004, dtype=float32), 'training/policy_loss': Array(0.02861335, dtype=float32), 'training/total_loss': Array(0.04941894, dtype=float32), 'training/v_loss': Array(0.01796554, dtype=float32), 'eval/episode_distance_from_origin': Array(4127.2764, dtype=float32), 'eval/episode_distance_reward': Array(7.970874, dtype=float32), 'eval/episode_forward_reward': Array(1328.4767, dtype=float32), 'eval/episode_reward': Array(1264.9211, dtype=float32), 'eval/episode_reward_alive': Array(249.03516, dtype=float32), 'eval/episode_reward_linvel': Array(1328.4767, dtype=float32), 'eval/episode_reward_quadctrl': Array(-320.5616, dtype=float32), 'eval/episode_x_position': Array(4094.966, dtype=float32), 'eval/episode_x_velocity': Array(265.6953, dtype=float32), 'eval/episode_y_position': Array(-160.6449, dtype=float32), 'eval/episode_y_velocity': Array(-30.554464, dtype=float32), 'eval/episode_distance_from_origin_std': Array(101.2698, dtype=float32), 'eval/episode_distance_reward_std': Array(1.2146599, dtype=float32), 'eval/episode_forward_reward_std': Array(202.44164, dtype=float32), 'eval/episode_reward_std': Array(216.07423, dtype=float32), 'eval/episode_reward_alive_std': Array(76.812, dtype=float32), 'eval/episode_reward_linvel_std': Array(202.44164, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(47.721653, dtype=float32), 'eval/episode_x_position_std': Array(99.77137, dtype=float32), 'eval/episode_x_velocity_std': Array(40.488308, dtype=float32), 'eval/episode_y_position_std': Array(93.40234, dtype=float32), 'eval/episode_y_velocity_std': Array(30.991373, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.66897416114807, 'eval/sps': 936.5695527140902, 'num_steps': 2539520}
{'eval/walltime': 4550.086510181427, 'training/sps': 508.19976609321253, 'training/walltime': 5175.2907371521, 'training/entropy_loss': Array(0.00444024, dtype=float32), 'training/policy_loss': Array(0.01980475, dtype=float32), 'training/total_loss': Array(0.04259311, dtype=float32), 'training/v_loss': Array(0.01834813, dtype=float32), 'eval/episode_distance_from_origin': Array(4152.991, dtype=float32), 'eval/episode_distance_reward': Array(8.385135, dtype=float32), 'eval/episode_forward_reward': Array(1397.5195, dtype=float32), 'eval/episode_reward': Array(1341.4795, dtype=float32), 'eval/episode_reward_alive': Array(262.90625, dtype=float32), 'eval/episode_reward_linvel': Array(1397.5195, dtype=float32), 'eval/episode_reward_quadctrl': Array(-327.33163, dtype=float32), 'eval/episode_x_position': Array(4120.5576, dtype=float32), 'eval/episode_x_velocity': Array(279.50394, dtype=float32), 'eval/episode_y_position': Array(-158.63156, dtype=float32), 'eval/episode_y_velocity': Array(-24.336992, dtype=float32), 'eval/episode_distance_from_origin_std': Array(99.764244, dtype=float32), 'eval/episode_distance_reward_std': Array(1.3154316, dtype=float32), 'eval/episode_forward_reward_std': Array(219.23643, dtype=float32), 'eval/episode_reward_std': Array(227.09933, dtype=float32), 'eval/episode_reward_alive_std': Array(67.47311, dtype=float32), 'eval/episode_reward_linvel_std': Array(219.23643, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(42.194466, dtype=float32), 'eval/episode_x_position_std': Array(99.06122, dtype=float32), 'eval/episode_x_velocity_std': Array(43.847282, dtype=float32), 'eval/episode_y_position_std': Array(92.8217, dtype=float32), 'eval/episode_y_velocity_std': Array(33.88931, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.5149793624878, 'eval/sps': 937.6260436601759, 'num_steps': 2621440}
{'eval/walltime': 4686.880891561508, 'training/sps': 509.2836999169805, 'training/walltime': 5336.144108295441, 'training/entropy_loss': Array(0.00400046, dtype=float32), 'training/policy_loss': Array(0.02057952, dtype=float32), 'training/total_loss': Array(0.04345425, dtype=float32), 'training/v_loss': Array(0.01887427, dtype=float32), 'eval/episode_distance_from_origin': Array(4166.155, dtype=float32), 'eval/episode_distance_reward': Array(8.569183, dtype=float32), 'eval/episode_forward_reward': Array(1428.194, dtype=float32), 'eval/episode_reward': Array(1372.2097, dtype=float32), 'eval/episode_reward_alive': Array(271.3086, dtype=float32), 'eval/episode_reward_linvel': Array(1428.194, dtype=float32), 'eval/episode_reward_quadctrl': Array(-335.86203, dtype=float32), 'eval/episode_x_position': Array(4132.7305, dtype=float32), 'eval/episode_x_velocity': Array(285.6388, dtype=float32), 'eval/episode_y_position': Array(-171.57553, dtype=float32), 'eval/episode_y_velocity': Array(-27.669748, dtype=float32), 'eval/episode_distance_from_origin_std': Array(103.898575, dtype=float32), 'eval/episode_distance_reward_std': Array(1.4147254, dtype=float32), 'eval/episode_forward_reward_std': Array(235.7852, dtype=float32), 'eval/episode_reward_std': Array(243.23224, dtype=float32), 'eval/episode_reward_alive_std': Array(62.656902, dtype=float32), 'eval/episode_reward_linvel_std': Array(235.7852, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(40.23128, dtype=float32), 'eval/episode_x_position_std': Array(102.964516, dtype=float32), 'eval/episode_x_velocity_std': Array(47.157043, dtype=float32), 'eval/episode_y_position_std': Array(107.612656, dtype=float32), 'eval/episode_y_velocity_std': Array(40.89168, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.79438138008118, 'eval/sps': 935.7109459368355, 'num_steps': 2703360}
{'eval/walltime': 4823.6733186244965, 'training/sps': 506.8712791588332, 'training/walltime': 5497.763050556183, 'training/entropy_loss': Array(0.00429107, dtype=float32), 'training/policy_loss': Array(0.05632447, dtype=float32), 'training/total_loss': Array(0.08062179, dtype=float32), 'training/v_loss': Array(0.02000625, dtype=float32), 'eval/episode_distance_from_origin': Array(4129.8027, dtype=float32), 'eval/episode_distance_reward': Array(9.705624, dtype=float32), 'eval/episode_forward_reward': Array(1617.5969, dtype=float32), 'eval/episode_reward': Array(1599.3574, dtype=float32), 'eval/episode_reward_alive': Array(262.64062, dtype=float32), 'eval/episode_reward_linvel': Array(1617.5969, dtype=float32), 'eval/episode_reward_quadctrl': Array(-290.58563, dtype=float32), 'eval/episode_x_position': Array(4084.0862, dtype=float32), 'eval/episode_x_velocity': Array(323.51938, dtype=float32), 'eval/episode_y_position': Array(-311.32846, dtype=float32), 'eval/episode_y_velocity': Array(-118.42664, dtype=float32), 'eval/episode_distance_from_origin_std': Array(64.970535, dtype=float32), 'eval/episode_distance_reward_std': Array(0.8762555, dtype=float32), 'eval/episode_forward_reward_std': Array(146.04019, dtype=float32), 'eval/episode_reward_std': Array(154.49017, dtype=float32), 'eval/episode_reward_alive_std': Array(18.621008, dtype=float32), 'eval/episode_reward_linvel_std': Array(146.04019, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(4.5332522, dtype=float32), 'eval/episode_x_position_std': Array(65.293175, dtype=float32), 'eval/episode_x_velocity_std': Array(29.20807, dtype=float32), 'eval/episode_y_position_std': Array(80.8503, dtype=float32), 'eval/episode_y_velocity_std': Array(32.662987, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.79242706298828, 'eval/sps': 935.7243141907288, 'num_steps': 2785280}
{'eval/walltime': 4960.594176530838, 'training/sps': 509.3034736374095, 'training/walltime': 5658.610176563263, 'training/entropy_loss': Array(0.00097298, dtype=float32), 'training/policy_loss': Array(-0.00244582, dtype=float32), 'training/total_loss': Array(0.03316163, dtype=float32), 'training/v_loss': Array(0.03463447, dtype=float32), 'eval/episode_distance_from_origin': Array(4150.1797, dtype=float32), 'eval/episode_distance_reward': Array(9.805018, dtype=float32), 'eval/episode_forward_reward': Array(1634.1626, dtype=float32), 'eval/episode_reward': Array(1612.9359, dtype=float32), 'eval/episode_reward_alive': Array(261.73047, dtype=float32), 'eval/episode_reward_linvel': Array(1634.1626, dtype=float32), 'eval/episode_reward_quadctrl': Array(-292.7622, dtype=float32), 'eval/episode_x_position': Array(4103.7715, dtype=float32), 'eval/episode_x_velocity': Array(326.83252, dtype=float32), 'eval/episode_y_position': Array(-319.26587, dtype=float32), 'eval/episode_y_velocity': Array(-118.29385, dtype=float32), 'eval/episode_distance_from_origin_std': Array(77.98032, dtype=float32), 'eval/episode_distance_reward_std': Array(1.1058499, dtype=float32), 'eval/episode_forward_reward_std': Array(184.30573, dtype=float32), 'eval/episode_reward_std': Array(194.41374, dtype=float32), 'eval/episode_reward_alive_std': Array(21.597607, dtype=float32), 'eval/episode_reward_linvel_std': Array(184.30573, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(5.5440893, dtype=float32), 'eval/episode_x_position_std': Array(77.05013, dtype=float32), 'eval/episode_x_velocity_std': Array(36.86116, dtype=float32), 'eval/episode_y_position_std': Array(89.58866, dtype=float32), 'eval/episode_y_velocity_std': Array(39.683815, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.92085790634155, 'eval/sps': 934.8466110806601, 'num_steps': 2867200}
{'eval/walltime': 5097.300400972366, 'training/sps': 509.4559891001209, 'training/walltime': 5819.409149885178, 'training/entropy_loss': Array(0.00113072, dtype=float32), 'training/policy_loss': Array(-0.00044178, dtype=float32), 'training/total_loss': Array(0.05400477, dtype=float32), 'training/v_loss': Array(0.05331583, dtype=float32), 'eval/episode_distance_from_origin': Array(4153.135, dtype=float32), 'eval/episode_distance_reward': Array(9.652273, dtype=float32), 'eval/episode_forward_reward': Array(1608.7056, dtype=float32), 'eval/episode_reward': Array(1587.9487, dtype=float32), 'eval/episode_reward_alive': Array(258.77734, dtype=float32), 'eval/episode_reward_linvel': Array(1608.7056, dtype=float32), 'eval/episode_reward_quadctrl': Array(-289.18652, dtype=float32), 'eval/episode_x_position': Array(4106.914, dtype=float32), 'eval/episode_x_velocity': Array(321.74115, dtype=float32), 'eval/episode_y_position': Array(-320.8048, dtype=float32), 'eval/episode_y_velocity': Array(-114.73253, dtype=float32), 'eval/episode_distance_from_origin_std': Array(72.34143, dtype=float32), 'eval/episode_distance_reward_std': Array(1.1564491, dtype=float32), 'eval/episode_forward_reward_std': Array(192.73882, dtype=float32), 'eval/episode_reward_std': Array(202.02487, dtype=float32), 'eval/episode_reward_alive_std': Array(24.569242, dtype=float32), 'eval/episode_reward_linvel_std': Array(192.73882, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(7.3178277, dtype=float32), 'eval/episode_x_position_std': Array(71.85709, dtype=float32), 'eval/episode_x_velocity_std': Array(38.54776, dtype=float32), 'eval/episode_y_position_std': Array(82.76138, dtype=float32), 'eval/episode_y_velocity_std': Array(41.721027, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.70622444152832, 'eval/sps': 936.314352348659, 'num_steps': 2949120}
{'eval/walltime': 5233.752739429474, 'training/sps': 509.81934624601814, 'training/walltime': 5980.093518972397, 'training/entropy_loss': Array(0.00121745, dtype=float32), 'training/policy_loss': Array(-0.00409596, dtype=float32), 'training/total_loss': Array(0.02731241, dtype=float32), 'training/v_loss': Array(0.03019093, dtype=float32), 'eval/episode_distance_from_origin': Array(4172.99, dtype=float32), 'eval/episode_distance_reward': Array(9.974014, dtype=float32), 'eval/episode_forward_reward': Array(1662.3284, dtype=float32), 'eval/episode_reward': Array(1648.3105, dtype=float32), 'eval/episode_reward_alive': Array(265.3203, dtype=float32), 'eval/episode_reward_linvel': Array(1662.3284, dtype=float32), 'eval/episode_reward_quadctrl': Array(-289.312, dtype=float32), 'eval/episode_x_position': Array(4124.6035, dtype=float32), 'eval/episode_x_velocity': Array(332.46564, dtype=float32), 'eval/episode_y_position': Array(-345.40747, dtype=float32), 'eval/episode_y_velocity': Array(-119.91853, dtype=float32), 'eval/episode_distance_from_origin_std': Array(73.383255, dtype=float32), 'eval/episode_distance_reward_std': Array(1.1253016, dtype=float32), 'eval/episode_forward_reward_std': Array(187.54749, dtype=float32), 'eval/episode_reward_std': Array(194.44167, dtype=float32), 'eval/episode_reward_alive_std': Array(18.71254, dtype=float32), 'eval/episode_reward_linvel_std': Array(187.54749, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(5.664339, dtype=float32), 'eval/episode_x_position_std': Array(73.53472, dtype=float32), 'eval/episode_x_velocity_std': Array(37.509506, dtype=float32), 'eval/episode_y_position_std': Array(87.66179, dtype=float32), 'eval/episode_y_velocity_std': Array(39.954742, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.45233845710754, 'eval/sps': 938.0564777952526, 'num_steps': 3031040}
{'eval/walltime': 5370.41193318367, 'training/sps': 507.973794076997, 'training/walltime': 6141.3616807460785, 'training/entropy_loss': Array(0.00121228, dtype=float32), 'training/policy_loss': Array(-0.00520285, dtype=float32), 'training/total_loss': Array(0.01718412, dtype=float32), 'training/v_loss': Array(0.0211747, dtype=float32), 'eval/episode_distance_from_origin': Array(4200.951, dtype=float32), 'eval/episode_distance_reward': Array(10.101318, dtype=float32), 'eval/episode_forward_reward': Array(1683.5459, dtype=float32), 'eval/episode_reward': Array(1671.56, dtype=float32), 'eval/episode_reward_alive': Array(263.95703, dtype=float32), 'eval/episode_reward_linvel': Array(1683.5459, dtype=float32), 'eval/episode_reward_quadctrl': Array(-286.0439, dtype=float32), 'eval/episode_x_position': Array(4151.3677, dtype=float32), 'eval/episode_x_velocity': Array(336.7091, dtype=float32), 'eval/episode_y_position': Array(-363.14725, dtype=float32), 'eval/episode_y_velocity': Array(-115.42838, dtype=float32), 'eval/episode_distance_from_origin_std': Array(92.8416, dtype=float32), 'eval/episode_distance_reward_std': Array(1.4645576, dtype=float32), 'eval/episode_forward_reward_std': Array(244.08957, dtype=float32), 'eval/episode_reward_std': Array(254.28973, dtype=float32), 'eval/episode_reward_alive_std': Array(30.69342, dtype=float32), 'eval/episode_reward_linvel_std': Array(244.08957, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(8.693979, dtype=float32), 'eval/episode_x_position_std': Array(90.48241, dtype=float32), 'eval/episode_x_velocity_std': Array(48.817905, dtype=float32), 'eval/episode_y_position_std': Array(96.73701, dtype=float32), 'eval/episode_y_velocity_std': Array(46.089203, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.65919375419617, 'eval/sps': 936.6365809989254, 'num_steps': 3112960}
{'eval/walltime': 5506.973476409912, 'training/sps': 510.6111263998401, 'training/walltime': 6301.796884298325, 'training/entropy_loss': Array(0.00135873, dtype=float32), 'training/policy_loss': Array(-0.0039854, dtype=float32), 'training/total_loss': Array(0.02179501, dtype=float32), 'training/v_loss': Array(0.02442168, dtype=float32), 'eval/episode_distance_from_origin': Array(4240.7686, dtype=float32), 'eval/episode_distance_reward': Array(10.175808, dtype=float32), 'eval/episode_forward_reward': Array(1695.9607, dtype=float32), 'eval/episode_reward': Array(1685.81, dtype=float32), 'eval/episode_reward_alive': Array(265.72266, dtype=float32), 'eval/episode_reward_linvel': Array(1695.9607, dtype=float32), 'eval/episode_reward_quadctrl': Array(-286.049, dtype=float32), 'eval/episode_x_position': Array(4189.707, dtype=float32), 'eval/episode_x_velocity': Array(339.19208, dtype=float32), 'eval/episode_y_position': Array(-384.78168, dtype=float32), 'eval/episode_y_velocity': Array(-118.46562, dtype=float32), 'eval/episode_distance_from_origin_std': Array(102.15117, dtype=float32), 'eval/episode_distance_reward_std': Array(1.8005381, dtype=float32), 'eval/episode_forward_reward_std': Array(300.08533, dtype=float32), 'eval/episode_reward_std': Array(314.00598, dtype=float32), 'eval/episode_reward_alive_std': Array(32.822784, dtype=float32), 'eval/episode_reward_linvel_std': Array(300.08533, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(9.2690525, dtype=float32), 'eval/episode_x_position_std': Array(98.49476, dtype=float32), 'eval/episode_x_velocity_std': Array(60.01705, dtype=float32), 'eval/episode_y_position_std': Array(96.756, dtype=float32), 'eval/episode_y_velocity_std': Array(45.71436, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.56154322624207, 'eval/sps': 937.3063380511296, 'num_steps': 3194880}
