
{'eval/walltime': 170.31577563285828, 'eval/episode_distance_from_origin': Array(3040.6353, dtype=float32), 'eval/episode_distance_reward': Array(0.05001232, dtype=float32), 'eval/episode_forward_reward': Array(8.33539, dtype=float32), 'eval/episode_reward': Array(-202.40869, dtype=float32), 'eval/episode_reward_alive': Array(1.8320312, dtype=float32), 'eval/episode_reward_linvel': Array(8.33539, dtype=float32), 'eval/episode_reward_quadctrl': Array(-212.6261, dtype=float32), 'eval/episode_x_position': Array(3020.0205, dtype=float32), 'eval/episode_x_velocity': Array(1.6670766, dtype=float32), 'eval/episode_y_position': Array(-1.0245423, dtype=float32), 'eval/episode_y_velocity': Array(-1.7963622, dtype=float32), 'eval/episode_distance_from_origin_std': Array(52.553, dtype=float32), 'eval/episode_distance_reward_std': Array(0.37821695, dtype=float32), 'eval/episode_forward_reward_std': Array(63.036163, dtype=float32), 'eval/episode_reward_std': Array(63.247475, dtype=float32), 'eval/episode_reward_alive_std': Array(2.5975327, dtype=float32), 'eval/episode_reward_linvel_std': Array(63.036163, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(2.1968799, dtype=float32), 'eval/episode_x_position_std': Array(52.82417, dtype=float32), 'eval/episode_x_velocity_std': Array(12.607232, dtype=float32), 'eval/episode_y_position_std': Array(56.90352, dtype=float32), 'eval/episode_y_velocity_std': Array(12.41615, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 170.31577563285828, 'eval/sps': 751.5451785037435, 'num_steps': 0}
{'eval/walltime': 306.72169637680054, 'training/sps': 1488.8062159536705, 'training/walltime': 55.023950815200806, 'training/entropy_loss': Array(-0.00509988, dtype=float32), 'training/policy_loss': Array(-0.01965451, dtype=float32), 'training/total_loss': Array(-0.00082416, dtype=float32), 'training/v_loss': Array(0.02393024, dtype=float32), 'eval/episode_distance_from_origin': Array(3157.0508, dtype=float32), 'eval/episode_distance_reward': Array(0.60457665, dtype=float32), 'eval/episode_forward_reward': Array(100.76278, dtype=float32), 'eval/episode_reward': Array(-109.40407, dtype=float32), 'eval/episode_reward_alive': Array(2.0351562, dtype=float32), 'eval/episode_reward_linvel': Array(100.76278, dtype=float32), 'eval/episode_reward_quadctrl': Array(-212.80658, dtype=float32), 'eval/episode_x_position': Array(3136.0876, dtype=float32), 'eval/episode_x_velocity': Array(20.152554, dtype=float32), 'eval/episode_y_position': Array(1.6758246, dtype=float32), 'eval/episode_y_velocity': Array(-1.6064665, dtype=float32), 'eval/episode_distance_from_origin_std': Array(53.605904, dtype=float32), 'eval/episode_distance_reward_std': Array(0.33467916, dtype=float32), 'eval/episode_forward_reward_std': Array(55.779858, dtype=float32), 'eval/episode_reward_std': Array(56.93495, dtype=float32), 'eval/episode_reward_alive_std': Array(4.043795, dtype=float32), 'eval/episode_reward_linvel_std': Array(55.779858, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(2.27003, dtype=float32), 'eval/episode_x_position_std': Array(53.56466, dtype=float32), 'eval/episode_x_velocity_std': Array(11.155969, dtype=float32), 'eval/episode_y_position_std': Array(96.89512, dtype=float32), 'eval/episode_y_velocity_std': Array(18.232498, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.40592074394226, 'eval/sps': 938.3756900133269, 'num_steps': 81920}
{'eval/walltime': 11372.432165622711, 'training/sps': 2930.729919623949, 'training/walltime': 2306.998813390732, 'training/entropy_loss': Array(0.00694709, dtype=float32), 'training/policy_loss': Array(0.04624092, dtype=float32), 'training/total_loss': Array(0.10983356, dtype=float32), 'training/v_loss': Array(0.05664556, dtype=float32), 'eval/episode_distance_from_origin': Array(4391.027, dtype=float32), 'eval/episode_distance_reward': Array(10.803244, dtype=float32), 'eval/episode_forward_reward': Array(1800.5337, dtype=float32), 'eval/episode_reward': Array(1783.7456, dtype=float32), 'eval/episode_reward_alive': Array(399.30078, dtype=float32), 'eval/episode_reward_linvel': Array(1800.5337, dtype=float32), 'eval/episode_reward_quadctrl': Array(-426.89203, dtype=float32), 'eval/episode_x_position': Array(4346.995, dtype=float32), 'eval/episode_x_velocity': Array(360.1067, dtype=float32), 'eval/episode_y_position': Array(-223.9333, dtype=float32), 'eval/episode_y_velocity': Array(-77.96504, dtype=float32), 'eval/episode_distance_from_origin_std': Array(443.6083, dtype=float32), 'eval/episode_distance_reward_std': Array(5.1104927, dtype=float32), 'eval/episode_forward_reward_std': Array(851.74255, dtype=float32), 'eval/episode_reward_std': Array(889.21985, dtype=float32), 'eval/episode_reward_alive_std': Array(40.789925, dtype=float32), 'eval/episode_reward_linvel_std': Array(851.74255, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(66.94735, dtype=float32), 'eval/episode_x_position_std': Array(436.37592, dtype=float32), 'eval/episode_x_velocity_std': Array(170.34846, dtype=float32), 'eval/episode_y_position_std': Array(228.8323, dtype=float32), 'eval/episode_y_velocity_std': Array(78.58864, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.7701735496521, 'eval/sps': 935.8765634199606, 'num_steps': 6717440}
{'eval/walltime': 11508.769402980804, 'training/sps': 2948.04409109783, 'training/walltime': 2334.7867288589478, 'training/entropy_loss': Array(0.0071229, dtype=float32), 'training/policy_loss': Array(0.00214655, dtype=float32), 'training/total_loss': Array(0.06301708, dtype=float32), 'training/v_loss': Array(0.05374763, dtype=float32), 'eval/episode_distance_from_origin': Array(4375.2207, dtype=float32), 'eval/episode_distance_reward': Array(10.581564, dtype=float32), 'eval/episode_forward_reward': Array(1763.5868, dtype=float32), 'eval/episode_reward': Array(1751.0151, dtype=float32), 'eval/episode_reward_alive': Array(412.98047, dtype=float32), 'eval/episode_reward_linvel': Array(1763.5868, dtype=float32), 'eval/episode_reward_quadctrl': Array(-436.13373, dtype=float32), 'eval/episode_x_position': Array(4328.729, dtype=float32), 'eval/episode_x_velocity': Array(352.71738, dtype=float32), 'eval/episode_y_position': Array(-249.44006, dtype=float32), 'eval/episode_y_velocity': Array(-81.47633, dtype=float32), 'eval/episode_distance_from_origin_std': Array(453.44565, dtype=float32), 'eval/episode_distance_reward_std': Array(5.3042984, dtype=float32), 'eval/episode_forward_reward_std': Array(884.0429, dtype=float32), 'eval/episode_reward_std': Array(925.61786, dtype=float32), 'eval/episode_reward_alive_std': Array(35.479275, dtype=float32), 'eval/episode_reward_linvel_std': Array(884.0429, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(69.11582, dtype=float32), 'eval/episode_x_position_std': Array(441.63956, dtype=float32), 'eval/episode_x_velocity_std': Array(176.8086, dtype=float32), 'eval/episode_y_position_std': Array(246.69096, dtype=float32), 'eval/episode_y_velocity_std': Array(83.59284, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.33723735809326, 'eval/sps': 938.8484208742232, 'num_steps': 6799360}
{'eval/walltime': 11645.438736438751, 'training/sps': 2937.934252754717, 'training/walltime': 2362.670266389847, 'training/entropy_loss': Array(0.00873388, dtype=float32), 'training/policy_loss': Array(0.0027265, dtype=float32), 'training/total_loss': Array(0.07138277, dtype=float32), 'training/v_loss': Array(0.0599224, dtype=float32), 'eval/episode_distance_from_origin': Array(4444.4307, dtype=float32), 'eval/episode_distance_reward': Array(11.408857, dtype=float32), 'eval/episode_forward_reward': Array(1901.4685, dtype=float32), 'eval/episode_reward': Array(1890.8678, dtype=float32), 'eval/episode_reward_alive': Array(414.1836, dtype=float32), 'eval/episode_reward_linvel': Array(1901.4685, dtype=float32), 'eval/episode_reward_quadctrl': Array(-436.19284, dtype=float32), 'eval/episode_x_position': Array(4401.2344, dtype=float32), 'eval/episode_x_velocity': Array(380.29367, dtype=float32), 'eval/episode_y_position': Array(-224.61008, dtype=float32), 'eval/episode_y_velocity': Array(-74.62187, dtype=float32), 'eval/episode_distance_from_origin_std': Array(438.1928, dtype=float32), 'eval/episode_distance_reward_std': Array(5.3817763, dtype=float32), 'eval/episode_forward_reward_std': Array(896.9557, dtype=float32), 'eval/episode_reward_std': Array(936.91046, dtype=float32), 'eval/episode_reward_alive_std': Array(39.01962, dtype=float32), 'eval/episode_reward_linvel_std': Array(896.9557, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(67.95281, dtype=float32), 'eval/episode_x_position_std': Array(431.26077, dtype=float32), 'eval/episode_x_velocity_std': Array(179.39113, dtype=float32), 'eval/episode_y_position_std': Array(231.30838, dtype=float32), 'eval/episode_y_velocity_std': Array(75.84627, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.66933345794678, 'eval/sps': 936.5670905198763, 'num_steps': 6881280}
{'eval/walltime': 11782.042079925537, 'training/sps': 2950.4911938029873, 'training/walltime': 2390.4351348876953, 'training/entropy_loss': Array(0.01147053, dtype=float32), 'training/policy_loss': Array(0.00238237, dtype=float32), 'training/total_loss': Array(0.04448058, dtype=float32), 'training/v_loss': Array(0.03062768, dtype=float32), 'eval/episode_distance_from_origin': Array(4471.1562, dtype=float32), 'eval/episode_distance_reward': Array(11.786157, dtype=float32), 'eval/episode_forward_reward': Array(1964.3506, dtype=float32), 'eval/episode_reward': Array(1957.9656, dtype=float32), 'eval/episode_reward_alive': Array(412.5547, dtype=float32), 'eval/episode_reward_linvel': Array(1964.3506, dtype=float32), 'eval/episode_reward_quadctrl': Array(-430.726, dtype=float32), 'eval/episode_x_position': Array(4429.644, dtype=float32), 'eval/episode_x_velocity': Array(392.87018, dtype=float32), 'eval/episode_y_position': Array(-192.30139, dtype=float32), 'eval/episode_y_velocity': Array(-66.226105, dtype=float32), 'eval/episode_distance_from_origin_std': Array(452.7181, dtype=float32), 'eval/episode_distance_reward_std': Array(5.719526, dtype=float32), 'eval/episode_forward_reward_std': Array(953.2468, dtype=float32), 'eval/episode_reward_std': Array(997.78925, dtype=float32), 'eval/episode_reward_alive_std': Array(45.0973, dtype=float32), 'eval/episode_reward_linvel_std': Array(953.2468, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(64.98945, dtype=float32), 'eval/episode_x_position_std': Array(446.38885, dtype=float32), 'eval/episode_x_velocity_std': Array(190.64938, dtype=float32), 'eval/episode_y_position_std': Array(235.82639, dtype=float32), 'eval/episode_y_velocity_std': Array(79.72414, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.6033434867859, 'eval/sps': 937.0195247994196, 'num_steps': 6963200}
{'eval/walltime': 11918.644805431366, 'training/sps': 2920.696424794695, 'training/walltime': 2418.483239889145, 'training/entropy_loss': Array(0.01291727, dtype=float32), 'training/policy_loss': Array(0.00380814, dtype=float32), 'training/total_loss': Array(0.03940418, dtype=float32), 'training/v_loss': Array(0.02267877, dtype=float32), 'eval/episode_distance_from_origin': Array(4495.534, dtype=float32), 'eval/episode_distance_reward': Array(12.049831, dtype=float32), 'eval/episode_forward_reward': Array(2008.2964, dtype=float32), 'eval/episode_reward': Array(2007.5542, dtype=float32), 'eval/episode_reward_alive': Array(411.35547, dtype=float32), 'eval/episode_reward_linvel': Array(2008.2964, dtype=float32), 'eval/episode_reward_quadctrl': Array(-424.14764, dtype=float32), 'eval/episode_x_position': Array(4453.431, dtype=float32), 'eval/episode_x_velocity': Array(401.6592, dtype=float32), 'eval/episode_y_position': Array(-209.62561, dtype=float32), 'eval/episode_y_velocity': Array(-69.74045, dtype=float32), 'eval/episode_distance_from_origin_std': Array(490.28058, dtype=float32), 'eval/episode_distance_reward_std': Array(5.9080696, dtype=float32), 'eval/episode_forward_reward_std': Array(984.6707, dtype=float32), 'eval/episode_reward_std': Array(1020.94965, dtype=float32), 'eval/episode_reward_alive_std': Array(38.967594, dtype=float32), 'eval/episode_reward_linvel_std': Array(984.6707, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(59.23609, dtype=float32), 'eval/episode_x_position_std': Array(484.89304, dtype=float32), 'eval/episode_x_velocity_std': Array(196.93413, dtype=float32), 'eval/episode_y_position_std': Array(228.42964, dtype=float32), 'eval/episode_y_velocity_std': Array(79.73658, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.60272550582886, 'eval/sps': 937.0237638087112, 'num_steps': 7045120}
{'eval/walltime': 12055.251032352448, 'training/sps': 2947.6500121428494, 'training/walltime': 2446.2748703956604, 'training/entropy_loss': Array(0.01336312, dtype=float32), 'training/policy_loss': Array(0.00272703, dtype=float32), 'training/total_loss': Array(0.03687125, dtype=float32), 'training/v_loss': Array(0.0207811, dtype=float32), 'eval/episode_distance_from_origin': Array(4491.467, dtype=float32), 'eval/episode_distance_reward': Array(11.739151, dtype=float32), 'eval/episode_forward_reward': Array(1956.5168, dtype=float32), 'eval/episode_reward': Array(1950.1309, dtype=float32), 'eval/episode_reward_alive': Array(414.89062, dtype=float32), 'eval/episode_reward_linvel': Array(1956.5168, dtype=float32), 'eval/episode_reward_quadctrl': Array(-433.01584, dtype=float32), 'eval/episode_x_position': Array(4451.5015, dtype=float32), 'eval/episode_x_velocity': Array(391.3034, dtype=float32), 'eval/episode_y_position': Array(-178.24736, dtype=float32), 'eval/episode_y_velocity': Array(-55.412857, dtype=float32), 'eval/episode_distance_from_origin_std': Array(461.60168, dtype=float32), 'eval/episode_distance_reward_std': Array(5.439672, dtype=float32), 'eval/episode_forward_reward_std': Array(906.6048, dtype=float32), 'eval/episode_reward_std': Array(944.19464, dtype=float32), 'eval/episode_reward_alive_std': Array(38.278885, dtype=float32), 'eval/episode_reward_linvel_std': Array(906.6048, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(63.626465, dtype=float32), 'eval/episode_x_position_std': Array(455.94833, dtype=float32), 'eval/episode_x_velocity_std': Array(181.32097, dtype=float32), 'eval/episode_y_position_std': Array(227.45343, dtype=float32), 'eval/episode_y_velocity_std': Array(69.031075, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.60622692108154, 'eval/sps': 936.9997465338573, 'num_steps': 7127040}
{'eval/walltime': 12191.915265321732, 'training/sps': 2924.556247173358, 'training/walltime': 2474.2859575748444, 'training/entropy_loss': Array(0.00887707, dtype=float32), 'training/policy_loss': Array(0.00054971, dtype=float32), 'training/total_loss': Array(0.04933199, dtype=float32), 'training/v_loss': Array(0.03990521, dtype=float32), 'eval/episode_distance_from_origin': Array(4434.871, dtype=float32), 'eval/episode_distance_reward': Array(11.430754, dtype=float32), 'eval/episode_forward_reward': Array(1905.1177, dtype=float32), 'eval/episode_reward': Array(1892.1088, dtype=float32), 'eval/episode_reward_alive': Array(409.71875, dtype=float32), 'eval/episode_reward_linvel': Array(1905.1177, dtype=float32), 'eval/episode_reward_quadctrl': Array(-434.15817, dtype=float32), 'eval/episode_x_position': Array(4392.658, dtype=float32), 'eval/episode_x_velocity': Array(381.0235, dtype=float32), 'eval/episode_y_position': Array(-190.69977, dtype=float32), 'eval/episode_y_velocity': Array(-67.00185, dtype=float32), 'eval/episode_distance_from_origin_std': Array(479.17993, dtype=float32), 'eval/episode_distance_reward_std': Array(5.706167, dtype=float32), 'eval/episode_forward_reward_std': Array(951.0207, dtype=float32), 'eval/episode_reward_std': Array(988.513, dtype=float32), 'eval/episode_reward_alive_std': Array(39.97742, dtype=float32), 'eval/episode_reward_linvel_std': Array(951.0207, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(68.76013, dtype=float32), 'eval/episode_x_position_std': Array(471.7691, dtype=float32), 'eval/episode_x_velocity_std': Array(190.20413, dtype=float32), 'eval/episode_y_position_std': Array(247.0151, dtype=float32), 'eval/episode_y_velocity_std': Array(80.91068, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.66423296928406, 'eval/sps': 936.6020444337372, 'num_steps': 7208960}
{'eval/walltime': 12328.488044261932, 'training/sps': 2949.3060445483366, 'training/walltime': 2502.0619831085205, 'training/entropy_loss': Array(0.00632094, dtype=float32), 'training/policy_loss': Array(0.00072605, dtype=float32), 'training/total_loss': Array(0.06274033, dtype=float32), 'training/v_loss': Array(0.05569332, dtype=float32), 'eval/episode_distance_from_origin': Array(4398.9785, dtype=float32), 'eval/episode_distance_reward': Array(10.809923, dtype=float32), 'eval/episode_forward_reward': Array(1801.647, dtype=float32), 'eval/episode_reward': Array(1787.8362, dtype=float32), 'eval/episode_reward_alive': Array(412.82422, dtype=float32), 'eval/episode_reward_linvel': Array(1801.647, dtype=float32), 'eval/episode_reward_quadctrl': Array(-437.44476, dtype=float32), 'eval/episode_x_position': Array(4357.4795, dtype=float32), 'eval/episode_x_velocity': Array(360.32938, dtype=float32), 'eval/episode_y_position': Array(-204.45285, dtype=float32), 'eval/episode_y_velocity': Array(-66.997025, dtype=float32), 'eval/episode_distance_from_origin_std': Array(456.02054, dtype=float32), 'eval/episode_distance_reward_std': Array(5.5261464, dtype=float32), 'eval/episode_forward_reward_std': Array(921.0177, dtype=float32), 'eval/episode_reward_std': Array(955.84546, dtype=float32), 'eval/episode_reward_alive_std': Array(43.652863, dtype=float32), 'eval/episode_reward_linvel_std': Array(921.0177, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(63.185715, dtype=float32), 'eval/episode_x_position_std': Array(450.8818, dtype=float32), 'eval/episode_x_velocity_std': Array(184.20354, dtype=float32), 'eval/episode_y_position_std': Array(223.76344, dtype=float32), 'eval/episode_y_velocity_std': Array(74.92376, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.5727789402008, 'eval/sps': 937.2292267410444, 'num_steps': 7290880}
{'eval/walltime': 12465.098806619644, 'training/sps': 2932.478533342637, 'training/walltime': 2529.997396469116, 'training/entropy_loss': Array(0.0101373, dtype=float32), 'training/policy_loss': Array(0.00733946, dtype=float32), 'training/total_loss': Array(0.0874633, dtype=float32), 'training/v_loss': Array(0.06998653, dtype=float32), 'eval/episode_distance_from_origin': Array(4526.8154, dtype=float32), 'eval/episode_distance_reward': Array(12.386496, dtype=float32), 'eval/episode_forward_reward': Array(2064.407, dtype=float32), 'eval/episode_reward': Array(2059.542, dtype=float32), 'eval/episode_reward_alive': Array(422.19922, dtype=float32), 'eval/episode_reward_linvel': Array(2064.407, dtype=float32), 'eval/episode_reward_quadctrl': Array(-439.4506, dtype=float32), 'eval/episode_x_position': Array(4485.1084, dtype=float32), 'eval/episode_x_velocity': Array(412.88135, dtype=float32), 'eval/episode_y_position': Array(-182.2486, dtype=float32), 'eval/episode_y_velocity': Array(-66.62062, dtype=float32), 'eval/episode_distance_from_origin_std': Array(472.25577, dtype=float32), 'eval/episode_distance_reward_std': Array(5.872178, dtype=float32), 'eval/episode_forward_reward_std': Array(978.68896, dtype=float32), 'eval/episode_reward_std': Array(1022.8284, dtype=float32), 'eval/episode_reward_alive_std': Array(32.28428, dtype=float32), 'eval/episode_reward_linvel_std': Array(978.68896, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(68.33353, dtype=float32), 'eval/episode_x_position_std': Array(465.7713, dtype=float32), 'eval/episode_x_velocity_std': Array(195.73781, dtype=float32), 'eval/episode_y_position_std': Array(247.00049, dtype=float32), 'eval/episode_y_velocity_std': Array(83.03471, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.6107623577118, 'eval/sps': 936.9686384212927, 'num_steps': 7372800}
{'eval/walltime': 12601.674519777298, 'training/sps': 2949.2202268436276, 'training/walltime': 2557.7742302417755, 'training/entropy_loss': Array(0.01161578, dtype=float32), 'training/policy_loss': Array(0.00469229, dtype=float32), 'training/total_loss': Array(0.06337476, dtype=float32), 'training/v_loss': Array(0.0470667, dtype=float32), 'eval/episode_distance_from_origin': Array(4437.6855, dtype=float32), 'eval/episode_distance_reward': Array(11.29287, dtype=float32), 'eval/episode_forward_reward': Array(1882.1372, dtype=float32), 'eval/episode_reward': Array(1870.3296, dtype=float32), 'eval/episode_reward_alive': Array(417.20703, dtype=float32), 'eval/episode_reward_linvel': Array(1882.1372, dtype=float32), 'eval/episode_reward_quadctrl': Array(-440.30746, dtype=float32), 'eval/episode_x_position': Array(4390.8984, dtype=float32), 'eval/episode_x_velocity': Array(376.42743, dtype=float32), 'eval/episode_y_position': Array(-248.97443, dtype=float32), 'eval/episode_y_velocity': Array(-82.60341, dtype=float32), 'eval/episode_distance_from_origin_std': Array(473.71393, dtype=float32), 'eval/episode_distance_reward_std': Array(5.7853603, dtype=float32), 'eval/episode_forward_reward_std': Array(964.21967, dtype=float32), 'eval/episode_reward_std': Array(1008.6635, dtype=float32), 'eval/episode_reward_alive_std': Array(36.471817, dtype=float32), 'eval/episode_reward_linvel_std': Array(964.21967, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(74.81005, dtype=float32), 'eval/episode_x_position_std': Array(464.5255, dtype=float32), 'eval/episode_x_velocity_std': Array(192.8439, dtype=float32), 'eval/episode_y_position_std': Array(263.70123, dtype=float32), 'eval/episode_y_velocity_std': Array(85.26293, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.5757131576538, 'eval/sps': 937.2090911379347, 'num_steps': 7454720}
{'eval/walltime': 12738.517623662949, 'training/sps': 2923.2110482564904, 'training/walltime': 2585.7982075214386, 'training/entropy_loss': Array(0.01310361, dtype=float32), 'training/policy_loss': Array(0.003678, dtype=float32), 'training/total_loss': Array(0.05551146, dtype=float32), 'training/v_loss': Array(0.03872985, dtype=float32), 'eval/episode_distance_from_origin': Array(4429.1875, dtype=float32), 'eval/episode_distance_reward': Array(11.177796, dtype=float32), 'eval/episode_forward_reward': Array(1862.9585, dtype=float32), 'eval/episode_reward': Array(1850.7234, dtype=float32), 'eval/episode_reward_alive': Array(414.65625, dtype=float32), 'eval/episode_reward_linvel': Array(1862.9585, dtype=float32), 'eval/episode_reward_quadctrl': Array(-438.06903, dtype=float32), 'eval/episode_x_position': Array(4383.9443, dtype=float32), 'eval/episode_x_velocity': Array(372.59167, dtype=float32), 'eval/episode_y_position': Array(-228.69681, dtype=float32), 'eval/episode_y_velocity': Array(-77.171745, dtype=float32), 'eval/episode_distance_from_origin_std': Array(465.67413, dtype=float32), 'eval/episode_distance_reward_std': Array(5.7234125, dtype=float32), 'eval/episode_forward_reward_std': Array(953.89484, dtype=float32), 'eval/episode_reward_std': Array(994.0188, dtype=float32), 'eval/episode_reward_alive_std': Array(37.774452, dtype=float32), 'eval/episode_reward_linvel_std': Array(953.89484, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(68.39277, dtype=float32), 'eval/episode_x_position_std': Array(456.01617, dtype=float32), 'eval/episode_x_velocity_std': Array(190.7789, dtype=float32), 'eval/episode_y_position_std': Array(255.72726, dtype=float32), 'eval/episode_y_velocity_std': Array(85.42266, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.84310388565063, 'eval/sps': 935.3777893474256, 'num_steps': 7536640}
{'eval/walltime': 12874.917031764984, 'training/sps': 2945.580564890871, 'training/walltime': 2613.6093633174896, 'training/entropy_loss': Array(0.01321137, dtype=float32), 'training/policy_loss': Array(0.00469334, dtype=float32), 'training/total_loss': Array(0.05250537, dtype=float32), 'training/v_loss': Array(0.03460065, dtype=float32), 'eval/episode_distance_from_origin': Array(4428.822, dtype=float32), 'eval/episode_distance_reward': Array(11.1025305, dtype=float32), 'eval/episode_forward_reward': Array(1850.4143, dtype=float32), 'eval/episode_reward': Array(1833.5469, dtype=float32), 'eval/episode_reward_alive': Array(419.35156, dtype=float32), 'eval/episode_reward_linvel': Array(1850.4143, dtype=float32), 'eval/episode_reward_quadctrl': Array(-447.3216, dtype=float32), 'eval/episode_x_position': Array(4383.202, dtype=float32), 'eval/episode_x_velocity': Array(370.08286, dtype=float32), 'eval/episode_y_position': Array(-251.23184, dtype=float32), 'eval/episode_y_velocity': Array(-84.82765, dtype=float32), 'eval/episode_distance_from_origin_std': Array(491.67484, dtype=float32), 'eval/episode_distance_reward_std': Array(5.8349195, dtype=float32), 'eval/episode_forward_reward_std': Array(972.47943, dtype=float32), 'eval/episode_reward_std': Array(1022.6756, dtype=float32), 'eval/episode_reward_alive_std': Array(33.19529, dtype=float32), 'eval/episode_reward_linvel_std': Array(972.47943, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(73.913086, dtype=float32), 'eval/episode_x_position_std': Array(484.07477, dtype=float32), 'eval/episode_x_velocity_std': Array(194.49586, dtype=float32), 'eval/episode_y_position_std': Array(231.9265, dtype=float32), 'eval/episode_y_velocity_std': Array(80.67721, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.39940810203552, 'eval/sps': 938.4204944954583, 'num_steps': 7618560}
{'eval/walltime': 13011.55529999733, 'training/sps': 2935.6183298704423, 'training/walltime': 2641.514898300171, 'training/entropy_loss': Array(0.01042476, dtype=float32), 'training/policy_loss': Array(-0.00037916, dtype=float32), 'training/total_loss': Array(0.0425868, dtype=float32), 'training/v_loss': Array(0.0325412, dtype=float32), 'eval/episode_distance_from_origin': Array(4431.0264, dtype=float32), 'eval/episode_distance_reward': Array(10.99572, dtype=float32), 'eval/episode_forward_reward': Array(1832.6128, dtype=float32), 'eval/episode_reward': Array(1810.1919, dtype=float32), 'eval/episode_reward_alive': Array(421.42578, dtype=float32), 'eval/episode_reward_linvel': Array(1832.6128, dtype=float32), 'eval/episode_reward_quadctrl': Array(-454.84235, dtype=float32), 'eval/episode_x_position': Array(4389.7676, dtype=float32), 'eval/episode_x_velocity': Array(366.52252, dtype=float32), 'eval/episode_y_position': Array(-167.24454, dtype=float32), 'eval/episode_y_velocity': Array(-54.890686, dtype=float32), 'eval/episode_distance_from_origin_std': Array(505.41602, dtype=float32), 'eval/episode_distance_reward_std': Array(5.906503, dtype=float32), 'eval/episode_forward_reward_std': Array(984.41003, dtype=float32), 'eval/episode_reward_std': Array(1031.338, dtype=float32), 'eval/episode_reward_alive_std': Array(39.33426, dtype=float32), 'eval/episode_reward_linvel_std': Array(984.41003, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(74.52926, dtype=float32), 'eval/episode_x_position_std': Array(498.91156, dtype=float32), 'eval/episode_x_velocity_std': Array(196.882, dtype=float32), 'eval/episode_y_position_std': Array(253.3182, dtype=float32), 'eval/episode_y_velocity_std': Array(81.51285, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 136.63826823234558, 'eval/sps': 936.780022580082, 'num_steps': 7700480}
